"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherThrows","PitcherTeam","Batter","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","EffectiveVelo","MaxHeight","SpeedDrop","ContactPositionX","ContactPositionY","ContactPositionZ","UTCDate","UTCTime","AutoHitType","System","Catcher","CatcherThrows","CatcherTeam","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence"
168,2024-06-01,1899-12-31 00:07:47.7,2,8,"Pitcher 3","Left","Visitors","Hitter 5","Right","USA","Undefined",5,"Top",0,3,2,"Fastball","Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,86.23342,-0.20374,2.53423,2177.908162,135.039186,1899-12-31 10:30:00,5.51008,-2.19598,5.15769,-23.96261,14.8667,-13.55497,3.32122,"-0.93847999999999998",78.37679,-4.657724,0.136873,0.448488,71.36908,52.45621,114.283555,4592.241626,NA,NA,NA,NA,31.22835,NA,NA,7.48059,7.84071,1.97007,50,5.47316,-4.92357,-124.97463,-1.27662,11.78243,26.15087,-19.82443,"Visitors","USA","Coleman Field","USA Baseball","USA",84.04331,38.94576,7.85662,0.10838,3.28151,0.96769,2024-07-03,1899-12-31 00:07:47.7,NA,"v3","Catcher 1","Right","Visitors",55.34127,-126.08733,13.07543,5.50953,-0.4331,-9.91221,2.19023,-5.4249,5.89122,319.315243,0.10838,-26.2316,-6.23769,2.88146,-2.68742,9.12669,-22.80342,29.57665,"-15.156829999999999",3.28151,82.99513,-25.944,2.91591,-0.60526,0.35347,-0.67196,0.82116,"-0.39651999999999998",0.96769,58.14172,-11.61149,2.64304,-1.34381,3.96165,-9.8563,"12.75216","-6.5137900000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
169,2024-06-01,1899-12-31 00:08:18.9,2,9,"Pitcher 3","Left","Visitors","Hitter 5","Right","USA","Undefined",5,"Top",0,3,2,"Fastball","Four-Seam","InPlay","Undefined","FlyBall","HomeRun",0,2,86.38557,-0.639056,3.852677,2260.79681,144.720727,1899-12-31 10:45:00,5.52869,-2.20324,5.48068,-20.99765,16.95796,-11.17701,3.17956,"0.47566999999999998",79.21914,-4.563709,1.86864,0.443414,91.46127,31.82288,-35.542868,2954.927799,85.88278,60.5386,-68.7324,347.23118,309.91024,-44.111796,4.785216,6.68225,9.08197,1.87268,50,5.45847,-7.96199,-125.23438,-2.07979,10.67011,24.00109,-17.67209,"Visitors","USA","Coleman Field","USA Baseball","USA",85.00507,78.27409,7.16643,1.32699,3.09056,-0.3932,2024-07-03,1899-12-31 00:08:18.9,"FlyBall","v3","Catcher 1","Right","Visitors",55.0204,-126.19287,12.00055,5.52743,-1.37406,-8.83604,2.19916,-8.3881,5.33505,145.29353,1.33008,92.67614,-19.91101,4.61316,-0.60973,-0.0261,0.02119,-0.00223,"5e-05",3.09081,70.71957,-18.39425,0.82616,0.12306,-0.13154,0.04725,-0.00758,"4.4999999999999999E-4",-0.39547,-66.20753,5.20531,-0.16882,-0.30316,0.14651,-0.03456,"4.0299999999999997E-3","-1.8000000000000001E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium",NA,NA,NA
170,2024-06-01,1899-12-31 00:12:03.2,3,1,"Pitcher 4","Right","Visitors","Hitter 6","Right","USA","Undefined",5,"Top",0,0,0,"Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,79.5836,1.233672,-0.295034,2696.182439,36.998338,1899-12-31 07:15:00,5.63979,0.67094,5.09217,-58.60314,-12.96997,-10.86953,1.91909,"-0.51290999999999998",73.02322,-9.327061,-2.222007,0.486196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31839,-6.38292,-0.63412,50,5.70995,1.04553,-115.52196,0.31529,7.14275,22.75764,-40.74655,"Visitors","USA","Coleman Field","USA Baseball","USA",77.52513,NA,6.56038,NA,NA,NA,2024-07-03,1899-12-31 00:12:03.2,NA,"v3","Catcher 1","Right","Visitors",55.41176,-116.5832,11.37882,5.65095,2.21538,-20.37327,-0.67511,0.71245,3.57137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
171,2024-06-01,1899-12-31 00:12:16.2,3,2,"Pitcher 4","Right","Visitors","Hitter 6","Right","USA","Undefined",5,"Top",0,0,1,"Fastball","Four-Seam","StrikeSwinging","Undefined","Undefined","Undefined",0,0,93.4333,-0.85652,-2.354178,2304.482959,217.312202,1899-12-31 01:15:00,5.74357,0.6099,5.64617,-15.89654,16.54442,11.79316,3.61917,"-0.60453999999999997",84.92761,-3.876702,-0.249309,0.409938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.63268,8.94189,-0.41757,50,5.66087,5.02512,-135.52411,-2.53254,-12.29136,30.61097,-15.60337,"Visitors","USA","Coleman Field","USA Baseball","USA",91.94665,NA,8.50569,NA,NA,NA,2024-07-03,1899-12-31 00:12:16.2,NA,"v3","Catcher 1","Right","Visitors",54.85256,-136.61576,15.30548,5.74127,-1.97609,-7.80169,-0.60459,5.46346,-6.14568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
172,2024-06-01,1899-12-31 00:12:29.6,3,3,"Pitcher 4","Right","Visitors","Hitter 6","Right","USA","Undefined",5,"Top",0,0,2,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,85.50978,-1.504287,-2.799146,2923.18922,65.333627,1899-12-31 08:15:00,5.64075,0.51677,5.0846,-38.84939,0.1872,-1.94134,0.98335,"-2.2855799999999999",79.55604,-8.492551,-3.142371,0.449684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28339,0.78606,-0.25,50,5.46729,6.15191,-124.0929,-4.76188,0.44704,22.12838,-30.93408,"Visitors","USA","Coleman Field","USA Baseball","USA",83.81986,NA,5.95374,NA,NA,NA,2024-07-03,1899-12-31 00:12:29.6,NA,"v3","Catcher 1","Right","Visitors",55.41764,-125.05525,11.06419,5.64513,-3.41658,-15.46704,-0.51712,6.13247,0.22352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
173,2024-06-01,1899-12-31 00:12:43.1,3,4,"Pitcher 4","Right","Visitors","Hitter 6","Right","USA","Undefined",5,"Top",0,1,2,"Slider","Slider","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,82.9616,-0.308969,-0.122513,2746.272651,79.336255,1899-12-31 08:45:00,5.63,0.55606,4.89798,-42.24821,-0.28315,-8.22434,1.81707,"-0.24518000000000001",76.49062,-7.926292,-1.574494,0.466246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04264,0.30665,-0.53677,50,5.56405,0.61574,-120.44498,-2.2712,5.95821,22.66965,-31.72206,"Visitors","USA","Coleman Field","USA Baseball","USA",80.84234,NA,6.47098,NA,NA,NA,2024-07-03,1899-12-31 00:12:43.1,NA,"v3","Catcher 1","Right","Visitors",55.60367,-121.49511,11.33483,5.63522,-0.80175,-15.86103,-0.5589,0.33974,2.9791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.40478,NA,NA,1.100122,NA,NA,NA,-1.11453,5.96599,6.12836,68.56579,5.84511,56.41234,-1.01877,69.54046,-5.68371,6.04445,15.85194,-14.54367,6.15405,48.16002,-2.24172,"High","High","High",NA,NA,"High","Medium","High"
174,2024-06-01,1899-12-31 00:13:10.7,4,1,"Pitcher 4","Right","Visitors","Hitter 7","Left","USA","Undefined",5,"Top",1,0,0,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,84.07002,-0.522171,-3.363087,1697.083495,273.167358,1899-12-31 03:00:00,5.55661,0.72458,5.33792,-39.914,0.37815,15.3556,1.7397,"-1.1545799999999999",77.41301,-7.779821,-0.636345,0.456858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.6554,0.66043,-0.4324,50,5.48042,6.52602,-121.95372,-2.56822,-13.08149,23.18543,-31.1759,"Visitors","USA","Coleman Field","USA Baseball","USA",82.50355,NA,6.65701,NA,NA,NA,2024-07-03,1899-12-31 00:13:10.7,NA,"v3","Catcher 1","Right","Visitors",55.16493,-122.93174,11.59272,5.56102,-1.25315,-15.58795,-0.71932,7.07783,-6.54074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
175,2024-06-01,1899-12-31 00:13:28.1,4,2,"Pitcher 4","Right","Visitors","Hitter 7","Left","USA","Undefined",5,"Top",1,1,0,"Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,84.76134,0.617847,-0.02661,2548.06779,55.259299,1899-12-31 07:45:00,5.60666,0.70354,5.14965,-41.87837,-2.15406,-4.78402,2.6985,"0.27982000000000001",78.1648,-6.970285,-0.874516,0.453628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38071,-0.88847,-0.69719,50,5.63196,0.26522,-123.13373,-0.27427,3.67635,23.11967,-33.54601,"Visitors","USA","Coleman Field","USA Baseball","USA",83.09111,NA,6.59653,NA,NA,NA,2024-07-03,1899-12-31 00:13:28.1,NA,"v3","Catcher 1","Right","Visitors",55.35228,-124.13461,11.55983,5.6124,1.17798,-16.77301,-0.70523,0.10606,1.83818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
176,2024-06-01,1899-12-31 00:13:41.9,4,3,"Pitcher 4","Right","Visitors","Hitter 7","Left","USA","Undefined",5,"Top",1,1,1,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,93.57334,-0.286836,-0.630985,2333.491385,209.866007,1899-12-31 01:00:00,5.7763,0.50155,5.43511,-14.34682,18.15694,9.8263,4.31209,"0.72948000000000002",85.17381,-3.019404,1.117462,0.410335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09111,9.50654,-0.45254,50,5.74125,1.02628,-135.80976,-1.13104,-9.49229,30.21719,-14.44928,"Visitors","USA","Coleman Field","USA Baseball","USA",91.85783,NA,8.39953,NA,NA,NA,2024-07-03,1899-12-31 00:13:41.9,NA,"v3","Catcher 1","Right","Visitors",55.06309,-136.93164,15.1086,5.77328,-0.59457,-7.22464,-0.49719,1.3787,-4.74615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
177,2024-06-01,1899-12-31 00:13:56.5,4,4,"Pitcher 4","Right","Visitors","Hitter 7","Left","USA","Undefined",5,"Top",1,2,1,"Slider","Slider","InPlay","Undefined","Popup","Out",1,0,84.18262,0.495898,-0.840314,2516.678807,74.135962,1899-12-31 08:30:00,5.48627,0.61945,5.00028,-40.06695,0.36071,-2.82201,2.61558,"-0.40909000000000001",77.75872,-6.750622,-1.338872,0.457626,71.70296,73.596822,-39.384244,5920.849293,NA,NA,NA,NA,40.43668,NA,NA,1.19902,0.33819,-0.53621,50,5.501,1.91473,-122.28844,-0.46892,1.82967,22.37331,-31.658,"Visitors","USA","Coleman Field","USA Baseball","USA",82.36517,99.34098,6.4239,3.06806,2.44673,0.4,2024-07-03,1899-12-31 00:13:56.5,NA,"v3","Catcher 1","Right","Visitors",55.50252,-123.29104,11.18665,5.49023,0.94976,-15.829,-0.62018,1.83274,0.91484,149.881227,3.06806,22.95366,-6.16545,0.90234,-0.1046,-0.01008,0.00963,-0.00406,"6.6E-4",2.44673,100.88381,-29.80531,4.03314,-0.82741,0.13457,-0.01566,-0.00031,"4.8000000000000001E-4",0.4,-18.84377,-2.70261,2.31992,-0.75589,0.20539,-0.04758,"9.5300000000000003E-3","-9.5E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
178,2024-06-01,1899-12-31 00:14:36.6,5,1,"Pitcher 4","Right","Visitors","Hitter 8","Right","USA","Undefined",5,"Top",2,0,0,"Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,78.76083,2.200304,1.183011,2687.560574,46.532927,1899-12-31 07:30:00,5.61538,0.53675,4.99605,-57.42641,-11.01788,-13.07536,2.90872,"0.56423000000000001",72.5971,-8.137934,-1.127763,0.490309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77142,-5.58717,-0.6395,50,5.78012,-1.81569,-114.33754,2.25839,8.99587,20.37717,-39.59666,"Visitors","USA","Coleman Field","USA Baseball","USA",76.8748,NA,6.16372,NA,NA,NA,2024-07-03,1899-12-31 00:14:36.6,NA,"v3","Catcher 1","Right","Visitors",55.50848,-115.31508,10.18858,5.62622,4.15793,-19.79833,-0.54204,-2.24724,4.49793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
179,2024-06-01,1899-12-31 00:14:49.7,5,2,"Pitcher 4","Right","Visitors","Hitter 8","Right","USA","Undefined",5,"Top",2,0,1,"Fastball","Four-Seam","InPlay","Undefined","FlyBall","Out",1,0,92.51109,-2.086144,-1.689954,2277.827463,210.487337,1899-12-31 01:00:00,5.75863,0.45808,5.65134,-15.19536,17.94934,9.90949,2.54488,"-0.29282000000000002",84.08065,-4.980693,0.080043,0.414361,97.88108,23.917364,-10.324219,1931.017012,107.8336,45.75421,-21.72268,365.37911,359.18501,-14.285476,4.477861,-5.54677,10.06528,-0.32132,50,5.5723,3.51419,-134.1653,-5.35824,-10.05189,30.59012,-13.93362,"Visitors","USA","Coleman Field","USA Baseball","USA",90.96531,64.12038,8.43044,1.74545,2.63006,0.31155,2024-07-03,1899-12-31 00:14:49.7,"LineDrive","v3","Catcher 1","Right","Visitors",54.84847,-135.26624,15.29506,5.75612,-4.85677,-6.96681,-0.45431,3.87596,-5.02595,163.332874,1.74479,129.12075,-24.68098,6.01759,-1.36601,0.31387,-0.06254,0.00799,"-4.4000000000000002E-4",2.63207,58.15573,-13.9003,-0.40191,0.52866,-0.24958,0.06642,-0.00897,"4.8000000000000001E-4",0.31165,-23.52264,0.59181,0.19588,-0.07276,0.00933,0.00063,"-2.9999999999999997E-4","2e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
180,2024-06-01,1899-12-31 00:17:50.8,1,1,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,0,0,"Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,96.72761,-2.848918,-3.34157,2367.749088,221.744561,1899-12-31 01:30:00,6.30166,2.37704,5.48382,-14.14934,16.67749,13.88292,2.45028,"0.40393000000000001",87.24622,-5.547722,-0.873791,0.39961,83.47755,24.858512,65.277306,5042.47144,35.82534,39.8228,104.00237,259.64608,113.51234,78.406223,3.322851,-8.04323,9.62032,-2.09345,50,6.04205,7.4924,-139.88401,-7.43453,-15.73954,35.20722,-13.34839,"Visitors","USA","Coleman Field","USA Baseball","USA",94.32317,42.28209,9.48139,0.43962,2.23118,-0.57825,2024-07-03,1899-12-31 00:17:50.8,"LineDrive","v3","Catcher 2","Right","USA",55.01486,-141.14055,17.60361,6.29888,-6.95813,-6.67419,-2.37087,8.05414,-7.86977,232.787702,0.43968,46.45857,-18.91753,5.19903,-1.15394,0.20936,-0.02662,0.0015,"3e-05",2.23101,51.47492,-17.08865,0.1156,0.21983,-0.04026,-0.00907,0.00443,"-4.6999999999999999E-4",-0.57821,100.90595,-14.74639,4.02152,-0.88528,0.1587,-0.0197,"1.01E-3","4e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
181,2024-06-01,1899-12-31 00:18:14.3,1,2,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,0,1,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,97.37642,-0.968729,-3.936268,2330.558921,218.984286,1899-12-31 01:15:00,6.16794,2.47307,5.73117,-13.72446,16.42694,12.40894,4.11983,"-0.16452",87.5544,-3.61103,-1.723488,0.395207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.48028,8.93422,-2.15178,50,6.07864,9.08407,-140.88053,-2.80284,-14.83328,35.98339,-14.45766,"Visitors","USA","Coleman Field","USA Baseball","USA",95.3738,NA,9.82202,NA,NA,NA,2024-07-03,1899-12-31 00:18:14.3,NA,"v3","Catcher 2","Right","USA",54.76513,-142.09241,17.9917,6.16483,-2.31592,-7.22883,-2.46613,9.58364,-7.41664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
182,2024-06-01,1899-12-31 00:19:10.1,1,3,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,1,1,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,81.13543,-0.870198,-4.563786,2324.664373,275.272349,1899-12-31 03:15:00,5.74242,2.71386,5.70097,-43.2605,0.10591,15.23206,1.32386,"-0.27853",73.86986,-8.800903,-1.84492,0.473967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1339,0.78358,-2.33974,50,5.6424,8.76651,-117.40318,-3.24115,-12.61656,24.37294,-31.09167,"Visitors","USA","Coleman Field","USA Baseball","USA",79.52545,NA,7.26556,NA,NA,NA,2024-07-03,1899-12-31 00:19:10.1,NA,"v3","Catcher 2","Right","USA",54.79936,-118.39533,12.18647,5.74858,-1.97549,-15.54584,-2.70705,9.2801,-6.30828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
183,2024-06-01,1899-12-31 00:19:26.5,1,4,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,2,1,"Slider","Slider","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,89.67843,-0.977573,-3.273862,2478.691929,123.069221,1899-12-31 10:00:00,5.85222,2.87114,5.33423,-34.69813,2.23382,-1.00311,2.04193,"-0.28747",79.34223,-7.374272,-3.451746,0.437394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78689,1.95406,-2.57444,50,5.73943,7.44973,-129.41433,-3.5428,-1.28299,36.70529,-28.98802,"Visitors","USA","Coleman Field","USA Baseball","USA",86.17511,NA,10.3362,NA,NA,NA,2024-07-03,1899-12-31 00:19:26.5,NA,"v3","Catcher 2","Right","USA",55.15998,-130.86965,18.35264,5.85712,-2.39346,-14.49401,-2.87082,7.5006,-0.64149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
184,2024-06-01,1899-12-31 00:19:57.9,1,5,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,2,2,"ChangeUp","Changeup","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,81.84253,-0.675045,-4.185776,2267.339624,274.694971,1899-12-31 03:15:00,5.70733,2.67707,5.74131,-42.35947,0.01177,17.28257,1.54711,"0.21281",74.69137,-8.447511,-1.096673,0.468497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.05812,0.62638,-2.33901,50,5.62507,7.99337,-118.55269,-2.82338,-14.21004,24.21045,-31.28912,"Visitors","USA","Coleman Field","USA Baseball","USA",80.45393,NA,7.15116,NA,NA,NA,2024-07-03,1899-12-31 00:19:57.9,NA,"v3","Catcher 2","Right","USA",54.76014,-119.52083,12.10522,5.71296,-1.57216,-15.64456,-2.67002,8.56161,-7.10502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
185,2024-06-01,1899-12-31 00:20:18.5,1,6,"Pitcher 5","Right","USA","Hitter 15","Right","Visitors","Undefined",5,"Bottom",0,2,2,"Slider","Slider","StrikeSwinging","Strikeout","Undefined","Undefined",0,0,86.95611,-1.01639,-2.558711,2574.905428,64.895365,1899-12-31 08:15:00,5.76359,2.82481,5.18874,-40.48234,-1.83827,-6.89555,1.43281,"-0.15859999999999999",78.73312,-8.369259,-3.780232,0.447417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60256,-0.19921,-2.58161,50,5.63847,5.93328,-125.86736,-3.80186,4.09904,29.88987,-32.4878,"Visitors","USA","Coleman Field","USA Baseball","USA",84.24445,NA,8.22299,NA,NA,NA,2024-07-03,1899-12-31 00:20:18.5,NA,"v3","Catcher 2","Right","USA",55.31046,-127.12218,14.94493,5.76945,-2.43797,-16.2439,-2.82708,5.76119,2.04952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.313,NA,NA,1.437207,NA,NA,NA,-3.3526,5.00487,0.739,68.90168,5.82966,-56.0829,-3.2657,54.2808,-2.8215,5.13028,20.93195,-14.20885,0.58472,-45.16354,3.97493,"High","High","High",NA,NA,"High","Medium","Medium"
186,2024-06-01,1899-12-31 00:20:45.9,2,1,"Pitcher 5","Right","USA","Hitter 16","Right","Visitors","Undefined",5,"Bottom",1,0,0,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,97.06078,-3.734953,-4.950381,2415.676822,217.160861,1899-12-31 01:15:00,6.24042,2.48464,5.32681,-10.34253,20.52603,14.71284,1.85567,"-0.94616999999999996",87.68176,-5.751085,-2.35232,0.39988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.8456,11.71843,-2.04687,50,5.89407,11.39026,-139.97199,-9.45847,-17.4018,34.06564,-9.12053,"Visitors","USA","Coleman Field","USA Baseball","USA",94.25936,NA,9.37902,NA,NA,NA,2024-07-03,1899-12-31 00:20:45.9,NA,"v3","Catcher 2","Right","USA",55.17204,-141.22513,17.03282,6.23583,-9.12297,-4.56026,-2.47764,12.0304,-8.7009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
