"Last & first names","Test","Protocol","Date","Time","#","TFlight","TContact","Elevation","Power","Pace[step/s]","TStance","WalkingPointX","WalkingPointGapX","StepWidth","WalkingPointY","WalkingPointGapY"
"Player 5","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:50:35 PM",6,NA,NA,NA,NA,NA,NA,0.19,0.02,2.111,1.555,0.666
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",1,0.448,NA,9.7,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",2,0.44,0.578,9.3,18.63,0.98,0.578,-0.43,-0.43,0.395,0.272,0.272
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",3,0.434,0.554,9.1,18.61,1.01,0.554,-1.027,-0.597,0.379,-0.052,-0.325
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",4,0.434,0.556,9.1,18.58,1.01,0.556,-0.991,0.036,0.425,0.085,0.138
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",5,0.438,0.566,9.3,18.68,1,0.566,-0.344,0.646,0.497,0.102,0.016
"Player 6","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:34 PM",6,NA,NA,NA,NA,NA,NA,-0.105,0.24,1.762,0.236,0.135
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",1,0.45,NA,9.8,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",2,0.444,0.442,9.5,21.4,1.13,0.442,0.65,0.65,0.438,0.203,0.203
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",3,0.464,0.496,10.4,21.59,1.04,0.496,1.555,0.906,0.488,0.308,0.105
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",4,0.456,0.438,10,22.38,1.12,0.438,1.608,0.052,0.491,0.118,-0.19
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",5,0.474,0.476,10.8,22.74,1.05,0.476,1.709,0.102,0.511,0.41,0.292
"Player 6","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:49:50 PM",6,NA,NA,NA,NA,NA,NA,1.411,-0.299,5.133,0.804,0.394
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",1,0.4,NA,7.7,NA,NA,NA,NA,NA,0.267,NA,NA
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",2,0.394,0.458,7.5,17.62,1.17,0.458,-0.069,-0.069,0.425,0.666,0.666
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",3,0.39,0.48,7.3,16.99,1.15,0.48,-0.289,-0.22,0.393,0.768,0.102
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",4,0.39,0.43,7.3,17.88,1.22,0.43,-0.052,0.236,0.393,0.719,-0.049
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",5,0.404,0.428,7.9,18.88,1.2,0.428,0,0.052,0.36,1.827,1.109
"Player 7","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:09 PM",6,NA,NA,NA,NA,NA,NA,-0.597,-0.597,1.332,1.486,-0.341
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",1,0.364,NA,6.4,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",2,0.37,0.422,6.6,16.69,1.26,0.422,0.069,0.069,0.373,-0.24,-0.24
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",3,0.368,0.444,6.5,16.18,1.23,0.444,0.102,0.033,0.407,0,0.24
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",4,0.37,0.442,6.6,16.34,1.23,0.442,0.272,0.171,0.36,0.308,0.308
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",5,0.39,0.414,7.3,18.21,1.24,0.414,0.581,0.308,0.36,0.682,0.374
"Player 7","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:38:23 PM",6,NA,NA,NA,NA,NA,NA,-0.171,-0.751,6.29,0.751,0.069
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",1,0.268,NA,3.5,NA,NA,NA,NA,NA,0.245,NA,NA
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",2,0.292,0.37,4.1,12.56,1.51,0.37,-0.052,-0.052,0.36,0.991,0.991
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",3,0.294,0.434,4.2,11.86,1.37,0.434,0.069,0.121,0.334,0.906,-0.085
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",4,0.3,0.53,4.3,11.3,1.2,0.53,0.171,0.102,0.851,1.112,0.207
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",5,0.31,0.586,4.6,11.4,1.12,0.586,-0.154,-0.325,0.379,1.076,-0.036
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:40 PM",6,NA,NA,NA,NA,NA,NA,-0.495,-0.341,3.629,0.735,-0.341
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",1,0.336,NA,5.4,NA,NA,NA,NA,NA,0.486,NA,NA
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",2,0.316,0.496,4.8,12.44,1.23,0.496,0.22,0.22,0.726,0.394,0.394
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",3,0.332,0.486,5.3,13.43,1.22,0.486,0.633,0.413,0.497,0.19,-0.203
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",4,0.304,0.526,4.5,11.53,1.2,0.526,0.699,0.066,0.505,1.01,0.82
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",5,0.318,0.694,4.9,11.15,0.99,0.694,1.434,0.735,1.003,0.643,-0.367
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:53 PM",6,NA,NA,NA,NA,NA,NA,1.47,0.036,2.709,1.06,0.417
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",1,0.39,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",2,0.378,0.342,6.9,19.13,1.39,0.342,0.052,0.052,0.395,0.495,0.495
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",3,0.416,0.382,8.4,20.89,1.25,0.382,-0.906,-0.958,0.393,-0.256,-0.751
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",4,0.406,0.362,8,20.71,1.3,0.362,-1.043,-0.138,0.442,0.43,0.686
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",5,0.4,0.332,7.7,21.2,1.37,0.332,-1.093,-0.049,0.373,-0.545,-0.974
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:14 PM",6,NA,NA,NA,NA,NA,NA,-1.06,0.033,2.861,0.584,1.129
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",1,0.388,NA,7.3,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",2,0.376,0.376,6.8,18.08,1.33,0.376,0.207,0.207,0.36,0.325,0.325
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",3,0.38,0.34,7,19.35,1.39,0.34,0.974,0.768,0.327,0.784,0.459
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",4,0.376,0.4,6.8,17.54,1.29,0.4,0.82,-0.154,0.36,1.198,0.413
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",5,0.366,0.404,6.5,16.77,1.3,0.404,0.531,-0.289,0.304,1.673,0.476
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:37:26 PM",6,NA,NA,NA,NA,NA,NA,0.666,0.135,8.033,1.949,0.276
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",1,0.4,NA,7.7,NA,NA,NA,NA,NA,0.316,NA,NA
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",2,0.39,0.448,7.3,17.54,1.19,0.448,-0.272,-0.272,0.669,0.016,0.016
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",3,0.406,0.428,8,19.02,1.2,0.428,-0.682,-0.41,0.321,-0.6,-0.617
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",4,0.4,0.406,7.7,19.09,1.24,0.406,-1.401,-0.719,0.407,-0.377,0.223
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",5,0.376,0.406,6.8,17.41,1.28,0.406,-0.256,1.145,0.36,-0.121,0.256
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:42 PM",6,NA,NA,NA,NA,NA,NA,-0.528,-0.272,1.159,-0.564,-0.443
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",1,0.382,NA,7,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",2,0.394,0.49,7.5,17.09,1.13,0.49,0.719,0.719,0.339,0.187,0.187
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",3,0.382,0.474,7,16.59,1.17,0.474,1.693,0.974,0.536,-0.308,-0.495
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",4,0.368,0.51,6.5,15.23,1.14,0.51,0.82,-0.873,0.823,-0.325,-0.016
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",5,0.38,0.49,7,16.22,1.15,0.49,0.702,-0.118,0.517,-0.633,-0.308
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:57 PM",6,NA,NA,NA,NA,NA,NA,0.804,0.102,3.531,0.289,0.922
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",1,0.402,NA,7.8,NA,NA,NA,NA,NA,0.231,NA,NA
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",2,0.378,0.438,6.9,16.93,1.23,0.438,0.187,0.187,0.296,0.853,0.853
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",3,0.392,0.506,7.4,16.73,1.11,0.506,-0.84,-1.027,0.591,1.129,0.276
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",4,0.384,0.56,7.1,15.56,1.06,0.56,-0.6,0.24,0.281,1.093,-0.036
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",5,0.384,0.582,7.1,15.32,1.04,0.582,-0.394,0.207,0.349,1.007,-0.085
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:09 PM",6,NA,NA,NA,NA,NA,NA,-0.564,-0.171,1.655,1.519,0.512
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",1,0.396,NA,7.6,NA,NA,NA,NA,NA,0.269,NA,NA
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",2,0.396,0.5,7.6,17.06,1.12,0.5,0.308,0.308,0.281,0.308,0.308
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",3,0.398,0.454,7.6,17.96,1.17,0.454,0.548,0.24,0.269,0.154,-0.154
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",4,0.388,0.42,7.3,17.95,1.24,0.42,0.463,-0.085,0.269,0.443,0.289
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",5,0.362,0.412,6.3,16.35,1.29,0.412,0.187,-0.276,0.349,-0.121,-0.564
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:36:26 PM",6,NA,NA,NA,NA,NA,NA,0.272,0.085,2.43,-0.292,-0.171
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",1,0.284,NA,3.9,NA,NA,NA,NA,NA,0.334,NA,NA
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",2,0.262,0.58,3.3,9.14,1.19,0.58,-0.564,-0.564,1.157,0.374,0.374
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",3,0.272,0.536,3.6,9.86,1.24,0.536,-1.247,-0.682,0.316,-0.052,-0.427
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",4,0.304,0.55,4.5,11.35,1.17,0.55,-1.762,-0.515,0.978,-0.02,0.033
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",5,0.326,0.462,5.1,13.37,1.27,0.462,-1.726,0.036,0.393,0.272,0.292
"Player 8","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:06 PM",6,NA,NA,NA,NA,NA,NA,-1.198,0.528,3.064,1.194,0.922
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",1,0.316,NA,4.8,NA,NA,NA,NA,NA,0.457,NA,NA
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",2,0.316,0.438,4.8,13.08,1.33,0.438,0.22,0.22,0.456,0.768,0.768
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",3,0.3,0.4,4.3,12.62,1.43,0.4,1.194,0.974,0.505,0.443,-0.325
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",4,0.29,0.514,4.1,10.91,1.24,0.514,1.263,0.069,0.926,0.906,0.463
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",5,0.284,0.472,3.9,10.94,1.32,0.472,1.417,0.154,0.456,0.682,-0.223
"Player 8","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:35:22 PM",6,NA,NA,NA,NA,NA,NA,0.804,-0.614,1.532,-0.308,-0.991
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",1,0.366,NA,6.5,NA,NA,NA,NA,NA,0.456,NA,NA
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",2,0.436,0.374,9.2,22.7,1.23,0.374,-0.223,-0.223,0.442,0.308,0.308
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",3,0.434,0.38,9.1,22.35,1.23,0.38,-0.666,-0.443,0.339,-0.479,-0.787
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",4,0.424,0.382,8.7,21.51,1.24,0.382,-0.276,0.39,0.36,0.256,0.735
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",5,0.416,0.346,8.4,22.03,1.31,0.346,-0.427,-0.151,0.393,1.181,0.925
"Player 9","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:27 PM",6,NA,NA,NA,NA,NA,NA,-0.666,-0.24,1.767,1.742,0.561
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",1,0.378,NA,6.9,NA,NA,NA,NA,NA,0.316,NA,NA
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",2,0.402,0.448,7.8,18.34,1.18,0.448,0.784,0.784,0.41,0.154,0.154
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",3,0.38,0.41,7,17.6,1.27,0.41,1.007,0.223,0.347,0.223,0.069
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",4,0.372,0.434,6.7,16.61,1.24,0.434,0.853,-0.154,0.327,0.581,0.358
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",5,0.368,0.484,6.5,15.57,1.17,0.484,0.597,-0.256,0.347,0.24,-0.341
"Player 9","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:43 PM",6,NA,NA,NA,NA,NA,NA,1.506,0.909,3.792,0.443,0.203
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",1,0.38,NA,7,NA,NA,NA,NA,NA,0.36,NA,NA
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",2,0.342,0.382,5.6,15.58,1.38,0.382,-0.427,-0.427,0.339,0.374,0.374
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",3,0.38,0.412,7,17.56,1.26,0.412,-1.214,-0.787,0.334,-0.82,-1.194
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",4,0.38,0.402,7,17.77,1.28,0.402,-1.795,-0.581,0.407,-0.666,0.154
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",5,0.388,0.396,7.3,18.47,1.28,0.396,-0.614,1.181,0.373,0.459,1.125
"Player 10","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:57 PM",6,NA,NA,NA,NA,NA,NA,-0.154,0.459,4.558,1.932,1.473
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",1,0.408,NA,8,NA,NA,NA,NA,NA,0.379,NA,NA
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",2,0.408,0.426,8,19.2,1.2,0.426,0.325,0.325,0.36,-0.118,-0.118
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",3,0.424,0.428,8.7,20.29,1.17,0.428,0.837,0.512,0.36,0.755,0.873
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",4,0.41,0.436,8.1,19.13,1.18,0.436,0.82,-0.016,0.373,-0.305,-1.06
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",5,0.394,0.464,7.5,17.52,1.17,0.464,0.41,-0.41,0.425,-0.358,-0.052
"Player 10","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:34:10 PM",6,NA,NA,NA,NA,NA,NA,0.187,-0.223,6.919,-0.666,-0.308
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",1,0.378,NA,6.9,NA,NA,NA,NA,NA,0.257,NA,NA
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",2,0.374,0.502,6.8,15.69,1.14,0.502,0.187,0.187,0.242,0.479,0.479
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",3,0.378,0.488,6.9,16.13,1.15,0.488,-0.118,-0.305,0.281,0.584,0.105
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",4,0.372,0.51,6.7,15.47,1.13,0.51,0.512,0.63,0.281,0.41,-0.174
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",5,0.378,0.53,6.9,15.57,1.1,0.53,0.463,-0.049,0.449,0.787,0.377
"Player 11","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:29 PM",6,NA,NA,NA,NA,NA,NA,0.942,0.479,2.209,0.771,-0.016
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",1,0.38,NA,7,NA,NA,NA,NA,NA,0.231,NA,NA
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",2,0.338,0.436,5.5,14.43,1.29,0.436,-0.049,-0.049,0.269,0.121,0.121
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",3,0.376,0.466,6.8,16.33,1.19,0.466,1.437,1.486,0.281,0.702,0.581
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",4,0.37,0.476,6.6,15.81,1.18,0.476,1.283,-0.154,0.269,0.292,-0.41
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",5,0.356,0.43,6.1,15.64,1.27,0.43,2.087,0.804,0.757,0.223,-0.069
"Player 11","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:33:41 PM",6,NA,NA,NA,NA,NA,NA,2.326,0.24,0.757,0.138,-0.085
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",1,0.432,NA,9,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",2,0.438,0.38,9.3,22.67,1.22,0.38,-0.154,-0.154,0.351,0.495,0.495
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",3,0.41,0.378,8.1,20.55,1.27,0.378,0.105,0.259,0.316,0.564,0.069
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",4,0.416,0.396,8.4,20.51,1.23,0.396,-0.906,-1.01,1.388,0,-0.564
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",5,0.4,0.394,7.7,19.38,1.26,0.394,-0.735,0.171,0.347,-0.479,-0.479
"Player 12","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:40 PM",6,NA,NA,NA,NA,NA,NA,-1.017,-0.282,6.228,0.879,1.358
"Player 12","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:54 PM",1,0.39,NA,7.3,NA,NA,NA,NA,NA,0.334,NA,NA
"Player 12","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:54 PM",2,0.396,0.366,7.6,19.82,1.31,0.366,0.102,0.102,0.334,-0.187,-0.187
"Player 12","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:54 PM",3,0.394,0.37,7.5,19.56,1.31,0.37,0.236,0.135,0.379,-0.463,-0.276
"Player 12","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:28:54 PM",4,0.378,0.37,6.9,18.37,1.34,0.37,0.272,0.036,0.334,0.171,0.633
