"Last & first names","Test","Protocol","Date","Time","#","TFlight","TContact","Elevation","Power","Pace[step/s]","TStance","WalkingPointX","WalkingPointGapX","StepWidth","WalkingPointY","WalkingPointGapY"
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",5,0.394,0.434,7.5,18.07,1.21,0.434,-0.787,-0.207,0.36,1.112,-0.154
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",6,NA,NA,NA,NA,NA,NA,-0.906,-0.118,2.949,0.942,-0.171
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",1,0.272,NA,3.6,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",2,0.294,0.488,4.2,11.33,1.28,0.488,-0.118,-0.118,0.379,0,0
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",3,0.31,0.412,4.6,13.06,1.39,0.412,-1.109,-0.991,0.78,-0.085,-0.085
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",4,0.32,0.5,4.9,12.62,1.22,0.5,-1.23,-0.121,0.339,0.617,0.702
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",5,0.35,0.452,5.9,14.93,1.25,0.452,-0.033,1.198,0.951,1.831,1.214
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:11 PM",6,NA,NA,NA,NA,NA,NA,-1.332,-1.299,4.413,2.172,0.341
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",1,0.258,NA,3.2,NA,NA,NA,NA,NA,0.36,NA,NA
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",2,0.242,0.448,2.8,8.96,1.45,0.448,0.564,0.564,1.977,0.177,0.177
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",3,0.226,0.502,2.5,7.88,1.37,0.502,1.385,0.82,0.36,0.272,0.095
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",4,0.286,0.476,3.9,11.01,1.31,0.476,2.326,0.942,0.281,0.187,-0.085
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",5,0.306,0.45,4.5,12.36,1.32,0.45,1.453,-0.873,0.334,0.512,0.325
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:47:24 PM",6,NA,NA,NA,NA,NA,NA,1.883,0.43,6.013,0.656,0.144
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",1,0.316,NA,4.8,NA,NA,NA,NA,NA,0.351,NA,NA
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",2,0.334,0.42,5.4,14.42,1.33,0.42,-0.686,-0.686,0.407,0.751,0.751
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",3,0.314,0.432,4.8,13.04,1.34,0.432,-0.856,-0.171,0.398,0.394,-0.358
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",4,0.352,0.438,6,15.26,1.27,0.438,-1.729,-0.873,0.386,1.181,0.787
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",5,0.326,0.444,5.1,13.59,1.3,0.444,-1.795,-0.066,0.386,1.401,0.22
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:31 PM",6,NA,NA,NA,NA,NA,NA,-2.274,-0.479,3.656,1.453,0.052
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",1,0.27,NA,3.5,NA,NA,NA,NA,NA,0.491,NA,NA
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",2,0.278,0.386,3.7,11.5,1.51,0.386,0.443,0.443,0.467,-0.223,-0.223
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",3,0.356,0.352,6.1,17.22,1.41,0.352,0.581,0.138,0.393,0.719,0.942
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",4,0.358,0.336,6.2,17.78,1.44,0.336,0.889,0.308,0.486,1.23,0.512
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",5,0.34,0.374,5.6,15.61,1.4,0.374,0.564,-0.325,0.43,1.673,0.443
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:45 PM",6,NA,NA,NA,NA,NA,NA,0.719,0.154,3.145,1.827,0.154
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",1,0.396,NA,7.6,NA,NA,NA,NA,NA,0.263,NA,NA
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",2,0.398,0.484,7.6,17.44,1.13,0.484,-0.069,-0.069,0.304,0.358,0.358
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",3,0.362,0.464,6.3,15.49,1.21,0.464,-0.207,-0.138,0.676,-0.105,-0.463
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",4,0.396,0.416,7.6,18.58,1.23,0.416,0.118,0.325,0.304,0.256,0.361
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",5,0.356,0.436,6.1,15.55,1.26,0.436,-0.361,-0.479,0.304,0.427,0.171
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:01 PM",6,NA,NA,NA,NA,NA,NA,0.869,1.23,1.157,1.365,0.938
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",1,0.344,NA,5.7,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",2,0.336,0.41,5.4,14.7,1.34,0.41,0.377,0.377,0.316,0.154,0.154
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",3,0.32,0.496,4.9,12.66,1.23,0.496,0.479,0.102,0.167,0.308,0.154
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",4,0.338,0.502,5.5,13.6,1.19,0.502,0.853,0.374,0.304,1.506,1.198
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",5,0.312,0.504,4.7,12.14,1.23,0.504,0.735,-0.118,0.365,1.214,-0.292
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:46:15 PM",6,NA,NA,NA,NA,NA,NA,-0.121,-0.856,5.007,0.377,-0.837
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",1,0.432,NA,9,NA,NA,NA,NA,NA,0.393,NA,NA
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",2,0.448,0.482,9.7,20.78,1.08,0.482,-0.751,-0.751,0.395,0.24,0.24
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",3,0.438,0.49,9.3,19.94,1.08,0.49,-1.385,-0.633,0.407,1.247,1.007
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",4,0.386,0.58,7.2,15.46,1.04,0.58,-1.417,-0.033,0.645,0.768,-0.479
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",5,0.436,0.454,9.2,20.55,1.12,0.454,-2.717,-1.299,0.491,1.949,1.181
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:23 PM",6,NA,NA,NA,NA,NA,NA,-0.889,1.827,1.966,1.198,-0.751
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",1,0.45,NA,9.8,NA,NA,NA,NA,NA,1.262,NA,NA
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",2,0.438,0.404,9.3,21.95,1.19,0.404,0.049,0.049,0.425,0.41,0.41
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",3,0.43,0.428,8.9,20.72,1.17,0.428,1.161,1.112,0.41,2.169,1.759
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",4,0.428,0.47,8.8,19.66,1.11,0.47,1.621,0.459,0.687,1.23,-0.938
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",5,0.422,0.416,8.6,20.44,1.19,0.416,1.263,-0.358,1.413,1.093,-0.138
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:37 PM",6,NA,NA,NA,NA,NA,NA,1.45,0.187,5.246,1.759,0.666
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",1,0.308,NA,4.6,NA,NA,NA,NA,NA,1.928,NA,NA
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",2,0.316,0.548,4.8,11.98,1.16,0.548,-0.886,-0.886,0.968,0.118,0.118
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",3,0.314,0.54,4.8,11.94,1.17,0.54,-1.04,-0.154,0.347,0.069,-0.049
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",4,0.354,0.482,6,14.76,1.2,0.482,-0.39,0.65,0.458,0.804,0.735
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",5,0.35,0.498,5.9,14.33,1.18,0.498,-0.922,-0.531,0.36,1.214,0.41
"Player 27","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:44:48 PM",6,NA,NA,NA,NA,NA,NA,-1.535,-0.614,3.629,2.818,1.604
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",1,0.33,NA,5.3,NA,NA,NA,NA,NA,0.316,NA,NA
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",2,0.312,0.478,4.7,12.4,1.27,0.478,0.564,0.564,0.36,0.719,0.719
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",3,0.296,0.49,4.2,11.42,1.27,0.49,1.299,0.735,0.327,0.889,0.171
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",4,0.342,0.426,5.6,14.82,1.3,0.426,0.41,-0.889,0.36,0.499,-0.39
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",5,0.33,0.408,5.3,14.35,1.36,0.408,0.121,-0.289,0.373,1.47,0.971
"Player 27","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:45:01 PM",6,NA,NA,NA,NA,NA,NA,0.41,0.289,1.414,3.163,1.693
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",1,0.364,NA,6.4,NA,NA,NA,NA,NA,0.351,NA,NA
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",2,0.4,0.334,7.7,21.13,1.36,0.334,-0.154,-0.154,0.347,0.171,0.171
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",3,0.368,0.296,6.5,19.85,1.51,0.296,0.033,0.187,0.393,0.719,0.548
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",4,0.34,0.288,5.6,17.82,1.59,0.288,0.308,0.276,0.379,1.572,0.853
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",5,0.384,0.312,7.1,20.59,1.44,0.312,0.256,-0.052,0.351,1.811,0.24
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:26 PM",6,NA,NA,NA,NA,NA,NA,-0.272,-0.528,1.466,1.417,-0.394
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",1,0.364,NA,6.4,NA,NA,NA,NA,NA,0.916,NA,NA
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",2,0.342,0.284,5.6,18.12,1.6,0.284,0.259,0.259,0.536,0.633,0.633
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",3,0.396,0.324,7.6,21.16,1.39,0.324,0.6,0.341,0.547,0.394,-0.24
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",4,0.334,0.3,5.4,16.97,1.58,0.3,0.771,0.171,0.577,0.292,-0.102
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",5,0.396,0.334,7.6,20.81,1.37,0.334,0.719,-0.052,0.442,1.23,0.938
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:38 PM",6,NA,NA,NA,NA,NA,NA,-0.597,-1.316,4.418,1.624,0.394
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",1,0.328,NA,5.2,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",2,0.294,0.294,4.2,14.14,1.7,0.294,-0.102,-0.102,0.245,0.016,0.016
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",3,0.34,0.29,5.6,17.76,1.59,0.29,-0.512,-0.41,0.292,0.751,0.735
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",4,0.346,0.28,5.8,18.6,1.6,0.28,-0.24,0.272,0.321,1.211,0.459
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",5,0.302,0.252,4.4,15.96,1.81,0.252,-0.085,0.154,0.334,1.417,0.207
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:55 PM",6,NA,NA,NA,NA,NA,NA,-0.512,-0.427,1.646,1.759,0.341
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",1,0.314,NA,4.8,NA,NA,NA,NA,NA,0.442,NA,NA
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",2,0.196,0.3,1.9,7.79,2.02,0.3,0.256,0.256,0.577,0.052,0.052
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",3,0.282,0.324,3.8,12.68,1.65,0.324,0.079,-0.177,0.577,0.341,0.289
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",4,0.282,0.302,3.8,13.11,1.71,0.302,0.052,-0.026,0.327,-0.41,-0.751
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",5,0.312,0.288,4.7,15.63,1.67,0.288,0.43,0.377,0.347,1.332,1.742
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:37:08 PM",6,NA,NA,NA,NA,NA,NA,0.581,0.151,2.507,1.145,-0.187
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",1,0.332,NA,5.3,NA,NA,NA,NA,NA,1.262,NA,NA
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",2,0.302,0.364,4.4,13.28,1.5,0.364,-0.24,-0.24,0.441,-0.033,-0.033
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",3,0.378,0.36,6.9,18.63,1.36,0.36,-1.007,-0.768,0.393,0.276,0.308
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",4,0.354,0.366,6,16.74,1.39,0.366,-0.853,0.154,0.373,0.856,0.581
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",5,0.368,0.386,6.5,17.28,1.33,0.386,-0.906,-0.052,0.393,0.942,0.085
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:16 PM",6,NA,NA,NA,NA,NA,NA,-1.368,-0.463,1.646,1.453,0.512
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",1,0.378,NA,6.9,NA,NA,NA,NA,NA,1.01,NA,NA
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",2,0.372,0.344,6.7,18.62,1.4,0.344,0.344,0.344,0.36,0.121,0.121
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",3,0.316,0.346,4.8,14.54,1.51,0.346,0.308,-0.036,0.441,-0.272,-0.394
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",4,0.396,0.374,7.6,19.6,1.3,0.374,0.548,0.24,0.347,0.036,0.308
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",5,0.376,0.382,6.8,17.94,1.32,0.382,-0.341,-0.889,0.407,0.463,0.427
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:29 PM",6,NA,NA,NA,NA,NA,NA,0.495,0.837,0.678,0.942,0.479
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",1,0.364,NA,6.4,NA,NA,NA,NA,NA,0.349,NA,NA
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",2,0.404,0.27,7.9,24.25,1.48,0.27,-0.033,-0.033,0.292,0.41,0.41
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",3,0.412,0.252,8.2,26.1,1.51,0.252,-0.118,-0.085,0.281,0.292,-0.118
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",4,0.394,0.276,7.5,22.99,1.49,0.276,0.427,0.545,0.281,0.686,0.394
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",5,0.392,0.258,7.4,23.74,1.54,0.258,0.564,0.138,0.281,0.719,0.033
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:44 PM",6,NA,NA,NA,NA,NA,NA,0.102,-0.463,2.006,1.814,1.096
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",1,0.324,NA,5.1,NA,NA,NA,NA,NA,0.589,NA,NA
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",2,0.35,0.29,5.9,18.57,1.56,0.29,0.121,0.121,0.349,0,0
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",3,0.38,0.284,7,21.36,1.51,0.284,0.377,0.256,0.323,-0.033,-0.033
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",4,0.362,0.262,6.3,20.73,1.6,0.262,0.121,-0.256,0.365,-0.118,-0.085
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",5,0.356,0.246,6.1,20.94,1.66,0.246,0.735,0.614,0.386,0,0.118
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:36:02 PM",6,NA,NA,NA,NA,NA,NA,0.771,0.036,1.87,0.65,0.65
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",1,0.32,NA,4.9,NA,NA,NA,NA,NA,0.304,NA,NA
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",2,0.342,0.35,5.6,16.26,1.45,0.35,-0.203,-0.203,0.292,0.528,0.528
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",3,0.33,0.312,5.3,16.33,1.56,0.312,-0.906,-0.702,0.347,0.65,0.121
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",4,0.338,0.312,5.5,16.93,1.54,0.312,0.341,1.247,0.292,2.018,1.368
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",5,0.338,0.282,5.5,17.87,1.61,0.282,-0.138,-0.479,0.365,1.847,-0.171
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:01 PM",6,NA,NA,NA,NA,NA,NA,-0.138,0,2.454,2.001,0.154
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",1,0.312,NA,4.7,NA,NA,NA,NA,NA,0.409,NA,NA
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",2,0.308,0.318,4.6,14.58,1.6,0.318,0.187,0.187,0.517,0.463,0.463
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",3,0.334,0.318,5.4,16.46,1.53,0.318,0.446,0.259,0.409,1.01,0.548
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",4,0.31,0.274,4.6,15.89,1.71,0.274,0.121,-0.325,0.486,0.994,-0.016
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",5,0.306,0.284,4.5,15.28,1.69,0.284,0.82,0.699,0.517,-0.102,-1.096
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:35:19 PM",6,NA,NA,NA,NA,NA,NA,0.256,-0.564,3.156,-0.528,-0.427
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",1,0.444,NA,9.5,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",2,0.424,0.356,8.7,22.33,1.28,0.356,-0.325,-0.325,0.231,0.512,0.512
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",3,0.426,0.338,8.8,23.15,1.31,0.338,-0.256,0.069,0.206,-0.394,-0.906
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",4,0.442,0.372,9.4,23.25,1.23,0.372,-0.138,0.118,0.292,0.033,0.427
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",5,0.432,0.374,9,22.38,1.24,0.374,-0.394,-0.256,0.41,-0.105,-0.138
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:15 PM",6,NA,NA,NA,NA,NA,NA,-0.528,-0.135,1.122,0.735,0.84
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",1,0.46,NA,10.2,NA,NA,NA,NA,NA,1.073,NA,NA
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",2,0.416,0.38,8.4,20.95,1.26,0.38,0.499,0.499,0.304,0.787,0.787
